State,County FIPS,County Name, Solar , Wind , Hydroelectric , Low-Impact Hydroelectric , Natural Gas , Coal , Oil & Other FF , Other , Traditional TDS , Storage , Smart Grid , Micro Grid , Other Grid Mod , Coal .1, Petroleum , Natural Gas .1, Woody Biomass , Corn Ethanol , Other Clean Fuels , Other .1, ENERGY STAR & Efficient Lighting , Traditional HVAC , High Efficiency HVAC & Renewable H&C , Advanced Materials & Insulation ,Other, MV ,state_id,state_abbr,county_state_name,county_id,county_name,latitude,longitude,population,population_cohort,employment,employment_cohort,doe_climate_zone,cohort,residential_electricity_consumption,residential_electricity_expenditures,residential_electricity_utility_customers,residential_gas_consumption,residential_gas_expenditures,residential_gas_utility_customers,occuped_housing_units,commercial_electricity_consumption,commercial_electricity_expenditures,commercial_electricity_utility_customers,commercial_gas_consumption,commercial_gas_expenditures,commercial_gas_utility_customers,road_gas_consumption,road_diesel_consumption,road_miles_traveled,industry_electricity_consumption,industry_electricity_expenditures,industry_gas_consumption,residential_electricity_ghg,residential_gas_ghg,commercial_electricity_ghg,commercial_gas_ghg,industry_electricity_ghg,industry_gas_ghg,road_gas_ghg,road_diesel_ghg,egrid_primary_subregion,CO2 equivalent total output emission rate (mton/MWh),CO2 equivalent total output emission rate (mton/Mcf),CO2 equivalent total output emission rate (mton/gallon),CO2 equivalent total output emission rate (mton/gallon).1
AL,1085,Lowndes County,5,7,15,9,7,9,9,6,6,1,4,7,7,1,3,4,11,8,6,9,3,20,11,54,8,282,1.0,AL,"Lowndes County, AL",1085.0,Lowndes County,32.147888,-86.650586,10565.0,3.0,3599.0,1.0,3.0,30301.0,63789.0,8086.0,4948.0,34640.0,463.0,383.0,4238.0,24399.0,2828.0,581.0,30822.0,336.0,112.0,15723992.0,8819944.0,478652588.0,197067.0,11908.0,5897515.0,31686.0,1905.0,12120.0,1695.0,97890.0,324250.0,169748.0,111618.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1087,Macon County,1,2,9,3,1,3,7,8,39,4,4,4,8,2,2,2,8,6,9,3,8,19,11,59,10,239,1.0,AL,"Macon County, AL",1087.0,Macon County,32.387027,-85.692887,19684.0,5.0,8891.0,3.0,3.0,30503.0,104930.0,13345.0,9955.0,113339.0,1497.0,3181.0,7915.0,35195.0,4411.0,1238.0,410078.0,4064.0,240.0,24902819.0,14598290.0,768425169.0,19239.0,1163.0,24101.0,52123.0,6231.0,17483.0,22546.0,9557.0,1325.0,268838.0,184745.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1089,Madison County,382,290,18,18,76,2,10,10,972,40,19,26,34,25,181,7,1,7,10,61,456,1091,512,2333,408,7753,1.0,AL,"Madison County, AL",1089.0,Madison County,34.764238,-86.55108,349973.0,12.0,317160.0,12.0,3.0,31212.0,2189561.0,211792.0,150667.0,1840965.0,19610.0,55455.0,139949.0,2166169.0,204262.0,21581.0,2176458.0,18140.0,5469.0,170485759.0,42320154.0,4543452370.0,1199531.0,72484.0,3265425.0,1184489.0,101218.0,1171835.0,119663.0,648912.0,179536.0,1840477.0,535571.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
AL,1091,Marengo County,5,1,6,4,3,1,4,9,166,3,6,5,6,33,6,3,82,4,3,8,2,14,2,35,7,33,1.0,AL,"Marengo County, AL",1091.0,Marengo County,32.247591,-87.791091,20066.0,5.0,11863.0,4.0,3.0,30504.0,128416.0,16228.0,9941.0,115666.0,1533.0,1855.0,8149.0,72096.0,8352.0,1524.0,74199.0,737.0,296.0,13898896.0,4441656.0,378113766.0,311265.0,18809.0,2318389.0,63789.0,6359.0,35813.0,4080.0,154617.0,127467.0,150045.0,56210.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1093,Marion County,8,1,5,9,9,3,1,9,43,3,8,5,2,1,7,7,19,4,2,9,3,11,11,31,5,90,1.0,AL,"Marion County, AL",1093.0,Marion County,34.138219,-87.881551,30239.0,6.0,15246.0,4.0,3.0,30604.0,183618.0,23295.0,14318.0,194240.0,2889.0,6335.0,12486.0,93690.0,10874.0,2301.0,74548.0,766.0,371.0,21314889.0,9849957.0,618852440.0,306977.0,18550.0,554176.0,99332.0,10679.0,50684.0,4099.0,166066.0,30469.0,230105.0,124653.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
AL,1095,Marshall County,17,10,41,10,1,7,9,1,313,5,6,6,6,4,1,2,5,8,1,9,24,53,35,169,26,1705,1.0,AL,"Marshall County, AL",1095.0,Marshall County,34.309564,-86.321668,94534.0,9.0,61516.0,8.0,3.0,30908.0,516744.0,55884.0,39297.0,432451.0,5420.0,14957.0,34461.0,506241.0,56575.0,12114.0,633023.0,6328.0,2439.0,37199108.0,9885048.0,974941163.0,720627.0,43546.0,2628873.0,279543.0,23776.0,273862.0,34804.0,389839.0,144538.0,401583.0,125097.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
AL,1097,Mobile County,84,151,6,1,444,198,13,25,960,65,30,41,55,11,994,73,31,11,27,72,266,577,323,1511,241,2612,1.0,AL,"Mobile County, AL",1097.0,Mobile County,30.684572,-88.196568,414291.0,12.0,303304.0,12.0,2.0,21212.0,2260202.0,286076.0,176865.0,2353372.0,50032.0,85757.0,154261.0,2753025.0,319062.0,31110.0,1831816.0,22756.0,4781.0,184729397.0,60937449.0,5090935711.0,4068774.0,245865.0,24173714.0,1122726.0,129390.0,1367530.0,100715.0,2021111.0,1329090.0,1994244.0,771177.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1099,Monroe County,1,7,3,4,4,8,4,5,85,4,4,7,7,2,26,5,52,8,5,9,7,6,7,2,9,64,1.0,AL,"Monroe County, AL",1099.0,Monroe County,31.580332,-87.383266,21975.0,5.0,10622.0,3.0,3.0,30503.0,127525.0,16115.0,10980.0,32468.0,672.0,1022.0,8316.0,69219.0,8001.0,1527.0,0.0,0.0,0.0,11059933.0,3485552.0,297040064.0,128587.0,7770.0,3636055.0,63346.0,1785.0,34384.0,0.0,63874.0,199913.0,119397.0,44110.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1101,Montgomery County,52,87,2,7,19,9,4,6,566,21,11,17,23,3,121,3,3,1,9,52,165,379,223,955,164,6980,1.0,AL,"Montgomery County, AL",1101.0,Montgomery County,32.202881,-86.204461,227392.0,11.0,207764.0,11.0,3.0,31111.0,1251966.0,158323.0,100870.0,2012146.0,26849.0,54760.0,90281.0,1616102.0,187305.0,16945.0,1862617.0,18946.0,3287.0,123170044.0,40061673.0,3389778354.0,1036882.0,62656.0,1889854.0,621898.0,110629.0,802778.0,102408.0,515058.0,103906.0,1329681.0,506989.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1103,Morgan County,27,37,1,3,78,2,7,14,782,23,13,5,10,8,47,5,7,6,5,15,65,145,93,413,75,546,1.0,AL,"Morgan County, AL",1103.0,Morgan County,34.454484,-86.846402,119555.0,9.0,85474.0,9.0,3.0,30909.0,749041.0,81687.0,56518.0,685890.0,8167.0,23504.0,46164.0,585051.0,63713.0,12146.0,534832.0,3797.0,2265.0,53808379.0,17340246.0,1463810581.0,2202299.0,133079.0,13885124.0,405210.0,37711.0,316496.0,29405.0,1191380.0,763415.0,580888.0,219445.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
AL,1105,Perry County,2,4,1,6,8,4,2,3,13,1,4,3,1,33,5,8,3,9,3,2,7,4,7,3,3,6,1.0,AL,"Perry County, AL",1105.0,Perry County,32.639005,-87.293827,9856.0,3.0,3111.0,1.0,3.0,30301.0,48915.0,6181.0,4570.0,51742.0,682.0,918.0,3198.0,25130.0,2911.0,396.0,21424.0,212.0,77.0,6032497.0,1789618.0,162260749.0,9654.0,583.0,2977.0,24298.0,2845.0,12483.0,1178.0,4795.0,164.0,65124.0,22648.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1107,Pickens County,3,6,2,4,3,2,6,8,46,6,7,4,4,12,3,6,18,6,8,1,1,2,2,11,6,25,1.0,AL,"Pickens County, AL",1107.0,Pickens County,33.296793,-88.096863,20042.0,5.0,5153.0,2.0,3.0,30502.0,116087.0,14682.0,9202.0,101114.0,1333.0,2318.0,7618.0,36539.0,4234.0,1017.0,39728.0,393.0,222.0,11343384.0,3652979.0,309260089.0,71474.0,4319.0,36758.0,57665.0,5559.0,18150.0,2184.0,35504.0,2021.0,122457.0,46229.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1109,Pike County,4,7,4,8,8,1,5,9,112,4,8,1,1,8,7,2,32,5,4,8,8,13,10,53,1,330,1.0,AL,"Pike County, AL",1109.0,Pike County,31.798651,-85.941604,33277.0,6.0,22140.0,5.0,3.0,30605.0,173758.0,21130.0,15323.0,66273.0,1127.0,1811.0,12802.0,61110.0,6764.0,1960.0,87582.0,1169.0,339.0,20044974.0,6054501.0,539461587.0,391705.0,23670.0,4200269.0,86312.0,3644.0,30356.0,4815.0,194575.0,230934.0,216395.0,76621.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1111,Randolph County,2,7,5,8,8,2,9,9,46,3,4,7,3,7,6,8,21,5,4,3,5,4,1,12,7,45,1.0,AL,"Randolph County, AL",1111.0,Randolph County,33.296475,-85.464068,22615.0,5.0,7587.0,3.0,3.0,30503.0,127872.0,16156.0,11625.0,74994.0,990.0,1251.0,8691.0,66564.0,7708.0,1327.0,8094.0,83.0,38.0,9963924.0,3311919.0,270664707.0,165372.0,9993.0,207543.0,63519.0,4123.0,33065.0,445.0,82147.0,11411.0,107565.0,41913.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1113,Russell County,7,9,5,9,7,8,1,4,61,6,2,8,4,9,17,7,9,6,4,1,10,25,16,86,15,605,1.0,AL,"Russell County, AL",1113.0,Russell County,32.289811,-85.18698,58636.0,8.0,22283.0,5.0,3.0,30805.0,326048.0,41221.0,26021.0,198133.0,2638.0,4505.0,22333.0,170251.0,19724.0,2795.0,179197.0,1814.0,541.0,26428708.0,7496146.0,706208641.0,273660.0,16537.0,5392872.0,161960.0,10894.0,84570.0,9852.0,135937.0,296504.0,285311.0,94865.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1115,St. Clair County,49,16,26,9,19,2,8,6,300,4,6,5,4,9,12,3,6,4,3,16,74,75,44,214,33,1245,1.0,AL,"St. Clair County, AL",1115.0,St. Clair County,33.712963,-86.315663,86576.0,9.0,33693.0,6.0,3.0,30906.0,497550.0,62977.0,34907.0,402505.0,5306.0,11339.0,31832.0,202244.0,23443.0,3987.0,244353.0,2420.0,823.0,51764523.0,23930413.0,1516864995.0,276639.0,16717.0,2229120.0,247151.0,22130.0,100462.0,13435.0,137417.0,122559.0,558823.0,302845.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1117,Shelby County,9,67,1,7,182,121,12,888,1053,51,20,16,22,9,53,6,13,4,7,31,120,359,169,814,134,984,1.0,AL,"Shelby County, AL",1117.0,Shelby County,33.263043,-86.678089,205951.0,11.0,164574.0,10.0,3.0,31110.0,1146887.0,145167.0,81436.0,1522551.0,20071.0,40154.0,75942.0,875839.0,101510.0,12828.0,929222.0,9202.0,2471.0,95019395.0,29114548.0,2598959574.0,546342.0,33014.0,1415046.0,569702.0,83711.0,435062.0,51089.0,271388.0,77800.0,1025781.0,368451.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1119,Sumter County,6,7,2,4,8,8,4,1,16,5,5,1,7,9,6,7,14,9,2,7,8,6,4,9,1,17,1.0,AL,"Sumter County, AL",1119.0,Sumter County,32.597481,-88.200057,13285.0,4.0,4643.0,1.0,3.0,30401.0,72632.0,9181.0,6590.0,44761.0,610.0,733.0,4878.0,35960.0,4166.0,888.0,5.0,0.0,88.0,15106609.0,8488841.0,464220494.0,16851.0,1018.0,62403.0,36079.0,2461.0,17863.0,0.0,8370.0,3431.0,163083.0,107428.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1121,Talladega County,5,12,33,9,6,3,5,3,231,5,4,8,7,5,33,1,3,9,2,7,20,48,27,103,21,5983,1.0,AL,"Talladega County, AL",1121.0,Talladega County,33.369314,-86.17593,81057.0,8.0,47718.0,7.0,3.0,30807.0,473763.0,59670.0,36225.0,410792.0,5412.0,11126.0,31461.0,293448.0,33501.0,5348.0,537690.0,5323.0,1201.0,46541220.0,16677366.0,1291933416.0,350745.0,21195.0,5970220.0,235336.0,22586.0,145766.0,29563.0,174228.0,328247.0,502435.0,211056.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1123,Tallapoosa County,2,8,3,9,9,7,5,8,82,5,8,5,4,12,8,1,11,9,8,3,19,45,24,119,21,831,1.0,AL,"Tallapoosa County, AL",1123.0,Tallapoosa County,32.863369,-85.799553,40958.0,7.0,21565.0,5.0,3.0,30705.0,251135.0,31742.0,21481.0,173516.0,2287.0,4547.0,16338.0,143036.0,16579.0,2823.0,144025.0,1426.0,831.0,23041738.0,6154828.0,604301464.0,127737.0,7719.0,130692.0,124748.0,9540.0,71051.0,7919.0,63452.0,7186.0,248747.0,77891.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1125,Tuscaloosa County,37,56,13,6,27,8,9,6,428,20,3,13,18,806,578,271,35,1,5,27,111,300,163,620,116,8549,1.0,AL,"Tuscaloosa County, AL",1125.0,Tuscaloosa County,33.29022,-87.522783,202471.0,11.0,156875.0,10.0,3.0,31110.0,1055279.0,133553.0,85625.0,1065750.0,14048.0,26066.0,70440.0,797116.0,92383.0,12758.0,863829.0,8553.0,2475.0,102749820.0,36682293.0,2872627267.0,1950010.0,117834.0,7261861.0,524197.0,58596.0,395957.0,47494.0,968643.0,399263.0,1109235.0,464222.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1127,Walker County,52,4,21,6,17,4,9,4,196,9,5,8,4,159,8,8,39,5,8,7,11,26,15,64,11,553,1.0,AL,"Walker County, AL",1127.0,Walker County,33.791558,-87.301094,65593.0,8.0,29184.0,6.0,3.0,30806.0,407332.0,51560.0,29905.0,230413.0,3038.0,4351.0,25194.0,232525.0,26949.0,4338.0,267985.0,2654.0,838.0,34253316.0,15775133.0,999513137.0,354272.0,21408.0,2560335.0,202337.0,12668.0,115504.0,14734.0,175980.0,140769.0,369781.0,199638.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1129,Washington County,4,4,7,4,195,6,8,4,160,1,9,4,9,2,3,3,42,5,8,4,1,10,1,27,6,13,1.0,AL,"Washington County, AL",1129.0,Washington County,31.405217,-88.197564,16909.0,5.0,9915.0,3.0,3.0,30503.0,92570.0,11752.0,8155.0,22195.0,558.0,1120.0,6113.0,20450.0,2409.0,593.0,8317.0,160.0,47.0,10985398.0,4047680.0,304828500.0,2944574.0,177932.0,16964593.0,45983.0,1220.0,10158.0,457.0,1462679.0,932727.0,118593.0,51224.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1131,Wilcox County,5,1,1,3,3,5,7,7,21,2,1,7,9,6,7,4,23,3,3,6,5,3,3,4,6,21,1.0,AL,"Wilcox County, AL",1131.0,Wilcox County,31.990085,-87.304907,11119.0,3.0,3335.0,1.0,3.0,30301.0,56385.0,7145.0,5472.0,32056.0,426.0,659.0,3792.0,24152.0,2800.0,617.0,51945.0,522.0,185.0,7094512.0,2344682.0,193243365.0,8722.0,527.0,2105873.0,28009.0,1762.0,11997.0,2856.0,4333.0,115783.0,76589.0,29672.0,SRSO,0.496737217,0.054980794,0.01079549,0.012655217
AL,1133,Winston County,5,2,7,5,3,3,7,2,47,1,3,4,5,3,3,8,3,2,6,5,5,3,2,40,2,325,1.0,AL,"Winston County, AL",1133.0,Winston County,34.154607,-87.36529,24013.0,5.0,12582.0,4.0,3.0,30504.0,149313.0,18882.0,13054.0,103517.0,1370.0,2195.0,9436.0,67280.0,7800.0,1911.0,66292.0,657.0,320.0,10326155.0,3199732.0,275955298.0,185467.0,11207.0,193633.0,80774.0,5691.0,36396.0,3645.0,100332.0,10646.0,111476.0,40493.0,SRTV,0.540971056,0.054980794,0.01079549,0.012655217
AK,2013,Aleutians East Borough County,4,4,1,6,8,1,6,6,14,5,1,6,7,5,5,9,4,7,2,5,6,7,1,6,1,2,2.0,AK,"Aleutians East Borough, AK",2013.0,Aleutians East Borough,55.245044,-161.997477,3299.0,1.0,2361.0,1.0,7.0,70101.0,5235.0,1041.0,638.0,5232.0,40.0,6.0,788.0,9927.0,2129.0,62.0,0.0,0.0,0.0,248261.0,103091.0,5009278.0,0.0,0.0,0.0,1199.0,288.0,2273.0,0.0,0.0,0.0,2680.0,1305.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2016,Aleutians West Census Area County,7,8,24,3,6,9,3,7,7,10,10,4,5,9,4,3,2,3,5,1,5,6,6,8,4,2,2.0,AK,"Aleutians West Census Area, AK",2016.0,Aleutians West Census Area,51.959447,178.338813,5714.0,2.0,7431.0,2.0,7.0,70202.0,6577.0,2112.0,1233.0,4731.0,36.0,16.0,1186.0,13565.0,3884.0,262.0,0.0,0.0,0.0,915224.0,379062.0,17899483.0,327.0,50.0,25.0,1506.0,260.0,3106.0,0.0,75.0,1.0,9880.0,4797.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2020,Anchorage Borough County,86,53,65,7,267,13,2,28,1698,95,12,17,20,2,1385,1075,1,8,23,233,253,370,874,659,84,1183,2.0,AK,"Anchorage Municipality, AK",2020.0,Anchorage Municipality,61.17425,-149.284329,299321.0,12.0,294604.0,12.0,7.0,71212.0,684402.0,126148.0,109765.0,12494797.0,123762.0,93325.0,104969.0,1728597.0,255271.0,21960.0,14449853.0,109454.0,12614.0,92849679.0,35645277.0,1998409173.0,253656.0,38644.0,106670.0,334427.0,686974.0,844664.0,794464.0,123947.0,5865.0,1002358.0,451099.0,AKGD,0.488641054,0.054980794,0.01079549,0.012655217
AK,2050,Bethel Census Area County,2,8,9,1,4,6,22,1,83,1,3,8,1,1,3,4,8,3,9,1,2,2,10,5,1,3,2.0,AK,"Bethel Census Area, AK",2050.0,Bethel Census Area,60.929141,-160.152625,17885.0,5.0,5972.0,2.0,8.0,80502.0,27649.0,9462.0,4372.0,27723.0,211.0,22.0,4555.0,81293.0,28912.0,2823.0,0.0,0.0,0.0,834492.0,483153.0,17696945.0,20510.0,3125.0,2413.0,6331.0,1524.0,18616.0,0.0,4697.0,133.0,9009.0,6114.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2060,Bristol Bay Borough County,4,5,6,3,2,7,8,6,5,1,5,7,2,5,7,9,2,7,2,1,5,5,3,1,2,4,2.0,AK,"Bristol Bay Borough, AK",2060.0,Bristol Bay Borough,58.730149,-156.996679,942.0,1.0,721.0,1.0,7.0,70101.0,2393.0,476.0,577.0,2232.0,17.0,6.0,360.0,17817.0,3822.0,57.0,0.0,0.0,0.0,130124.0,71939.0,2726982.0,14.0,2.0,16.0,548.0,123.0,4080.0,0.0,3.0,1.0,1405.0,910.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2068,Denali Borough County,7,6,9,3,5,19,2,6,8,6,7,6,2,137,3,2,7,9,1,8,8,7,5,2,5,8,2.0,AK,"Denali Borough, AK",2068.0,Denali Borough,63.681106,-150.026544,2125.0,1.0,744.0,1.0,7.0,70101.0,5632.0,1276.0,1360.0,0.0,0.0,0.0,707.0,2313.0,483.0,115.0,0.0,0.0,0.0,3483069.0,2392632.0,81114681.0,43615.0,6645.0,4651.0,2752.0,0.0,1130.0,0.0,21312.0,256.0,37601.0,30279.0,AKGD,0.488641054,0.054980794,0.01079549,0.012655217
AK,2070,Dillingham Census Area County,3,6,20,6,10,5,8,8,6,4,2,3,7,7,1,3,9,7,7,7,9,1,1,7,1,1,2.0,AK,"Dillingham Census Area, AK",2070.0,Dillingham Census Area,60.299091,-158.09732,4980.0,1.0,2290.0,1.0,8.0,80101.0,8339.0,2542.0,1770.0,3387.0,26.0,4.0,1375.0,43978.0,11573.0,471.0,0.0,0.0,0.0,769244.0,331449.0,15833075.0,611.0,93.0,43.0,1910.0,186.0,10071.0,0.0,140.0,2.0,8304.0,4195.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2090,Fairbanks North Star Borough County,17,7,7,5,13,78,25,146,640,39,4,8,9,1,41,16,1,2,2,44,76,96,215,149,20,410,2.0,AK,"Fairbanks North Star Borough, AK",2090.0,Fairbanks North Star Borough,64.692317,-146.601733,100150.0,9.0,55924.0,7.0,8.0,80907.0,254976.0,57753.0,33122.0,127409.0,1643.0,1031.0,35303.0,124701.0,26045.0,6387.0,808539.0,13179.0,706.0,38400804.0,24623051.0,886316460.0,236926.0,36095.0,59821.0,124592.0,7005.0,60934.0,44454.0,115772.0,3289.0,414555.0,311610.0,AKGD,0.488641054,0.054980794,0.01079549,0.012655217
AK,2100,Haines Borough County,4,6,10,9,8,9,7,3,9,5,8,2,9,2,17,2,5,2,2,2,7,6,3,7,4,2,2.0,AK,"Haines Borough, AK",2100.0,Haines Borough,59.098771,-135.576936,2528.0,1.0,1114.0,1.0,7.0,70101.0,5898.0,1809.0,1290.0,6960.0,53.0,13.0,1170.0,37637.0,8771.0,2335.0,0.0,0.0,0.0,458572.0,349968.0,10555527.0,40353.0,6148.0,4615.0,2882.0,383.0,18391.0,0.0,19718.0,254.0,4951.0,4429.0,AKGD,0.488641054,0.054980794,0.01079549,0.012655217
AK,2105,Hoonah-Angoon Census Area County,5,7,9,2,3,8,8,9,7,8,1,2,3,5,1,9,3,8,1,3,2,3,1,5,6,9,2.0,AK,"Hoonah-Angoon Census Area, AK",2105.0,Hoonah-Angoon Census Area,58.403336,-135.884909,2107.0,1.0,377.0,1.0,7.0,70101.0,7750.0,933.0,1583.0,6179.0,47.0,28.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,658606.0,319686.0,13398577.0,0.0,0.0,0.0,1775.0,340.0,0.0,0.0,0.0,0.0,7110.0,4046.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2110,Juneau Borough County,5,8,100,1,40,2,6,3,6,1,5,2,8,5,6,5,7,6,3,18,51,41,92,84,31,34,2.0,AK,"Juneau City and Borough, AK",2110.0,Juneau City and Borough,58.37291,-134.178445,32524.0,6.0,22830.0,5.0,7.0,70605.0,117913.0,13962.0,12925.0,54441.0,415.0,251.0,12138.0,0.0,0.0,0.0,0.0,0.0,0.0,8775181.0,2947344.0,185965981.0,36585.0,5574.0,5271.0,27002.0,2993.0,0.0,0.0,8378.0,290.0,94732.0,37299.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2122,Kenai Peninsula Borough County,2,8,7,5,11,2,4,8,336,9,9,7,8,9,357,1078,6,1,6,29,21,31,75,52,8,168,2.0,AK,"Kenai Peninsula Borough, AK",2122.0,Kenai Peninsula Borough,60.366668,-152.322283,57637.0,8.0,30728.0,6.0,7.0,70806.0,143374.0,34712.0,29665.0,1681295.0,16647.0,11718.0,21481.0,0.0,0.0,0.0,0.0,0.0,0.0,28065979.0,18935462.0,635869795.0,20402.0,3108.0,269276.0,70058.0,92439.0,0.0,0.0,9969.0,14805.0,302986.0,239632.0,AKGD,0.488641054,0.054980794,0.01079549,0.012655217
AK,2130,Ketchikan Gateway Borough County,7,7,16,7,5,2,1,3,8,6,8,3,7,2,2,2,15,2,4,1,6,12,29,23,8,16,2.0,AK,"Ketchikan Gateway Borough, AK",2130.0,Ketchikan Gateway Borough,55.449938,-131.106685,13715.0,4.0,10191.0,3.0,7.0,70403.0,43504.0,6960.0,6434.0,21427.0,163.0,134.0,5209.0,0.0,0.0,0.0,0.0,0.0,0.0,2729892.0,1393639.0,58753318.0,1588.0,242.0,601.0,9962.0,1178.0,0.0,0.0,364.0,33.0,29471.0,17637.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2150,Kodiak Island Borough County,6,9,41,4,16,1,1,9,3,9,1,5,8,6,2,4,17,8,5,2,3,4,12,2,8,23,2.0,AK,"Kodiak Island Borough, AK",2150.0,Kodiak Island Borough,57.270775,-153.953863,13918.0,4.0,11203.0,3.0,7.0,70403.0,33134.0,5766.0,4763.0,25541.0,195.0,256.0,4585.0,0.0,0.0,0.0,0.0,0.0,0.0,2459134.0,1284711.0,53367558.0,1071.0,163.0,156.0,7588.0,1404.0,0.0,0.0,245.0,9.0,26548.0,16258.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2158,Kusilvak Census Area County,4,7,7,5,4,6,9,8,6,5,1,8,4,8,6,1,7,3,8,2,5,6,3,4,9,3,2.0,AK,"Kusilvak Census Area, AK",2158.0,Kusilvak Census Area,62.28306,-163.190903,7993.0,3.0,0.0,1.0,7.0,70301.0,13573.0,2698.0,1428.0,0.0,0.0,0.0,1734.0,0.0,0.0,0.0,0.0,0.0,0.0,374573.0,160968.0,7603878.0,0.0,0.0,0.0,3108.0,0.0,0.0,0.0,0.0,0.0,4044.0,2037.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2164,Lake and Peninsula Borough County,1,8,23,8,1,6,9,5,7,6,5,2,6,19,2,8,4,8,6,6,7,3,9,5,6,5,2.0,AK,"Lake and Peninsula Borough, AK",2164.0,Lake and Peninsula Borough,58.108693,-156.414141,1411.0,1.0,446.0,1.0,7.0,70101.0,3268.0,650.0,921.0,3416.0,26.0,9.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,368524.0,174728.0,7459375.0,0.0,0.0,0.0,748.0,188.0,0.0,0.0,0.0,0.0,3978.0,2211.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2170,Matanuska-Susitna Borough County,5,9,29,3,8,2,1,2,686,12,2,2,1,5,11,4,2,1,5,15,67,58,152,115,14,327,2.0,AK,"Matanuska-Susitna Borough, AK",2170.0,Matanuska-Susitna Borough,62.279075,-149.617562,98679.0,9.0,36439.0,6.0,7.0,70906.0,250308.0,49176.0,39724.0,3249943.0,32171.0,24016.0,30839.0,0.0,0.0,0.0,0.0,0.0,0.0,40073476.0,28194464.0,945332372.0,113366.0,17271.0,18056.0,122311.0,178684.0,0.0,0.0,55395.0,993.0,432613.0,356807.0,AKGD,0.488641054,0.054980794,0.01079549,0.012655217
AK,2180,Nome Census Area County,6,7,9,7,3,1,32,3,15,2,6,8,4,8,3,4,6,4,7,2,8,7,8,5,2,12,2.0,AK,"Nome Census Area, AK",2180.0,Nome Census Area,64.783686,-164.188912,9879.0,3.0,4058.0,1.0,8.0,80301.0,14650.0,6382.0,3416.0,17319.0,132.0,31.0,2879.0,0.0,0.0,0.0,0.0,0.0,0.0,1897288.0,899210.0,38047646.0,130491.0,19880.0,11788.0,3355.0,952.0,0.0,0.0,29882.0,648.0,20482.0,11380.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
AK,2185,North Slope Borough County,2,7,8,8,2,1,7,5,159,10,1,5,4,2,5170,2010,6,8,5,60,15,6,42,32,3,12,2.0,AK,"North Slope Borough, AK",2185.0,North Slope Borough,69.449343,-153.47283,9681.0,3.0,7494.0,2.0,8.0,80302.0,14027.0,2828.0,2240.0,230107.0,802.0,1268.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,2169044.0,1145378.0,45330732.0,17102.0,2606.0,3713532.0,3212.0,12651.0,0.0,0.0,3916.0,204173.0,23416.0,14495.0,AKMS,0.228997736,0.054980794,0.01079549,0.012655217
